Sentence,Top-1 Similar,Top-2 Similar,Top-3 Similar,Top-4 Similar,Top-5 Similar,Top-1 Similarity,Top-2 Similarity,Top-3 Similarity,Top-4 Similarity,Top-5 Similarity,name,video,start,end,speaker,orth,translation,Top-1 Orth,Top-2 Orth,Top-3 Orth,Top-4 Orth,Top-5 Orth,Word_Overlap_Top_1,Word_Overlap_Top_2,Word_Overlap_Top_3,Word_Overlap_Top_4,Word_Overlap_Top_5
am montag ist es meist stark bewölkt hier und da regnet es,am tag ist es im südosten meist stark bewölkt vor allem an den alpen muss mit regen gerechnet werden,am freitag ist es in der nähe der küsten und ganz im süden teilweise stark bewölkt,heute nacht ist es meist stark bewölkt örtlich regnet oder nieselt es etwas,heute nacht gibt es im süden anfangs noch vereinzelte schauer oder gewitter sonst ist es meist klar oder nur locker bewölkt,am tag ist es überwiegend stark bewölkt oder neblig trüb,0.9069266,0.9006826,0.8983768,0.8870512,0.88701665,27November_2009_Friday_tagesschau-7340,27November_2009_Friday_tagesschau-7340/1/*.png,-1.0,-1.0,Signer09,MONTAG WOLKE MAL REGEN,am montag ist es meist stark bewölkt hier und da regnet es,MORGEN SUEDOST WOLKE HAUPTSAECHLICH ALPEN MOEGLICH REGEN,FREITAG NAH KUESTE SUED WAHRSCHEINLICH STARK WOLKE,HEUTE NACHT UEBERWIEGEND REGION ORT REGEN,HEUTE ABEND SUED REGION NOCH REGEN GEWITTER REGION KLAR HIMMEL BISSCHEN WOLKE,TAG GANZTAGS MEHR STARK WOLKE ODER NEBEL SONNE KAUM,2,1,1,2,1
im bergland zum teil schnee an den alpen auch für längere zeit regen oder schnee,am sonntag gibt es viele wolken gebietsweise regen oder schneeregen im bergland schnee,im osten und süden am dienstag einzelne schauer dabei bis in mittlere lagen schnee sonst teils nebel teils wolken oder sonne,örtlich ist gefrierender regen dabei richtung nordosten auch schnee,am tag in der nordhälfte etwas regen schnee oder gefrierender regen,am sonntag im süden nach nebelauflösung häufig sonnig sonst viele wolken und stellenweise etwas regen,0.8993683,0.89782405,0.89768726,0.8889332,0.8765546,27November_2009_Friday_tagesschau-7341,27November_2009_Friday_tagesschau-7341/1/*.png,-1.0,-1.0,Signer09,MEER SCHNEE SCHNEIEN DANN ALPEN REGEN SCHNEE SCHNEIEN,im bergland zum teil schnee an den alpen auch für längere zeit regen oder schnee,SONNTAG VIEL WOLKE IX REGEN IX UND SCHNEE BERG KOENNEN SCHNEE,OST SUED BISSCHEN SCHAUER BIS ZWISCHEN-MITTE SCHNEE TEIL NEBEL WOLKE ODER SONNE,NORDOST MIT SCHNEE SCHNEIEN,NORD BISSCHEN REGEN SCHNEE HAGEL,SUED SONNTAG OFT SONNE SONST REGION VIEL WOLKE ORT REGEN,2,1,2,2,1
am dienstag wechselhaftes wetter,im süden freundliches wetter,am sonntag überall unbeständiges wetter teilweise kräftige regenfälle teilweise auch gewitter,das tief bei schottland sorgt zusammen mit kühler luft auch morgen für wechselhaftes wetter,es sorgt morgen dort für ruhiges freundliches wetter,das hoch über der nordsee bestimmt morgen im ganzen land das wetter,0.896959,0.8743342,0.87197024,0.8320672,0.82277286,27November_2009_Friday_tagesschau-7342,27November_2009_Friday_tagesschau-7342/1/*.png,-1.0,-1.0,Signer09,DIENSTAG WECHSELHAFT,am dienstag wechselhaftes wetter,SUED REGION BESSER,SONNTAG WECHSELHAFT TEIL UEBERWIEGEND REGEN AUCH DABEI GEWITTER,HEUTE NACHT TIEF KOMMEN AUCH KUEHL AUFZIEHEN MORGEN WECHSELHAFT WETTER,GUT FREUNDLICH SONNE GUT,NORD SEE HOCH DEUTSCH LAND KOMMEN,0,1,1,0,0
besonders in der südwesthälfte bildet sich nebel richtung nordosten auch wolkenlücken,im westen und nordwesten weitgehend trocken hier und da wolkenlücken örtlich bildet sich nebel,der wind weht meist mäßig im osten und an der see frischer wind mit starken böen in den hochlagen der osthälfte sturmböen,im norden weht der wind schwach bis mäßig aus west bis südwest sonst schwacher wind aus unterschiedlichen richtungen,am tag scheint verbreitet die sonne im süden und westen bilden sich später gebietsweise quellwolken,im verlauf kommt im norden und nordwesten teilweise kräftiger regen auf einzelne gewitter sind dabei,0.89217067,0.882594,0.8779136,0.8771385,0.87655824,06February_2010_Saturday_tagesschau-7362,06February_2010_Saturday_tagesschau-7362/1/*.png,-1.0,-1.0,Signer04,SUEDWEST NEBEL NORDOST AUFLOESEN,besonders in der südwesthälfte bildet sich nebel richtung nordosten auch wolkenlücken,NORDWEST HAUPTSAECHLICH TROCKEN MANCHMAL WOLKE SONNE TEIL NEBEL,WIND ZEIGEN-BILDSCHIRM WIND WEHEN WIND KOENNEN OST REGION HOCH STURM KOENNEN,NORD WIND SCHWACH MAESSIG IX WEHEN SONST REGION VERSCHIEDEN WEHEN,TAG REGION SONNE SUEDWEST BISSCHEN WOLKE,NORD NORDWEST MEISTENS REGEN AUCH MOEGLICH BISSCHEN GEWITTER,1,0,0,1,0
am alpenrand gibt es auch morgen noch leichten schneefall,am samstag viel sonnenschein vor allem an alpen und küsten ist es auch mal wolkig,am sonntag gibt es viele wolken gebietsweise regen oder schneeregen im bergland schnee,am montag scheint verbreitet die sonne richtung küsten und alpen ist es wolkiger aber es regnet nur vereinzelt,regen und schnee lassen an den alpen in der nacht nach im norden und nordosten fallen hier und da schauer sonst ist das klar,und im süden besonders vom bayerischen wald bis zu den alpen gibt es am nachmittag einzelne schauer und gewitter,0.8848371,0.8842685,0.8825926,0.88194823,0.87631536,06February_2010_Saturday_tagesschau-7363,06February_2010_Saturday_tagesschau-7363/1/*.png,-1.0,-1.0,Signer04,ALPEN SCHNEE,am alpenrand gibt es auch morgen noch leichten schneefall,SAMSTAG VIEL SONNE BESONDERS ALPEN KUESTE WOLKE KOENNEN,SONNTAG VIEL WOLKE IX REGEN IX UND SCHNEE BERG KOENNEN SCHNEE,MONTAG FAST UEBERALL SONNE MEER BERG IX MEHR WOLKE ABER NUR BISSCHEN ORT REGEN,REGEN SCHNEE REGION VERSCHWINDEN NORD REGEN KOENNEN REGION STERN KOENNEN SEHEN,SUED REGION BESONDERS BAYERN WALD BIS ALPEN DANN REGEN NACH MITTAG KOENNEN,1,1,0,1,1
der wind weht meist schwach aus ost bis nordost,der wind weht schwach bis mäßig aus süd bis südwest,der wind aus süd bis west weht schwach bis mäßig,der wind weht meist schwach aus unterschiedlichen richtungen,der wind weht schwach bis mäßig an der nordsee und im bergland auch frischer wind,der nordwestwind bläst schwach bis mäßig in der nordosthälfte auch frisch in den hochlagen der östlichen mittelgebirge stark böig,0.9734561,0.9418515,0.9286449,0.9247643,0.9160994,06February_2010_Saturday_tagesschau-7365,06February_2010_Saturday_tagesschau-7365/1/*.png,-1.0,-1.0,Signer04,WIND SCHWACH WEHEN,der wind weht meist schwach aus ost bis nordost,WIND SCHWACH MAESSIG WEHEN,WIND ZEIGEN-BILDSCHIRM SCHWACH MAESSIG,WIND SCHWACH UNTERSCHIED KOMMEN,WIND SCHWACH MAESSIG KUESTE MEER AUCH FRISCH WEHEN,WIND WEHEN SCHWACH MAESSIG WEHEN KOENNEN STARK,3,2,2,3,3
morgen reichen die temperaturen von zweiundzwanzig grad an der ostsee bis zweiunddreißig grad am oberrhein,morgen reichen die temperaturen von neun grad an der ostsee bis siebzehn grad im breisgau,morgen reichen die temperaturen von einem grad im vogtland bis neun grad am oberrhein,morgen temperaturen von fünfzehn grad an der nordsee bis vierundzwanzig am rhein,morgen temperaturen von achtzehn grad an der küste bis sechsundzwanzig im breisgau,heute nacht plus vier grad an der ostsee bis minus vier grad in den mittelgebirgen,0.97279817,0.9607358,0.92777646,0.92238975,0.8968488,27June_2010_Sunday_tagesschau-7392,27June_2010_Sunday_tagesschau-7392/1/*.png,-1.0,-1.0,Signer03,MORGEN TEMPERATUR ZWEI ZWANZIG GRAD NORD SEE IX ZWEI DREISSIG GRAD FLUSS,morgen reichen die temperaturen von zweiundzwanzig grad an der ostsee bis zweiunddreißig grad am oberrhein,MORGEN NEUN GRAD IX MAXIMAL SIEBZEHN GRAD REGION,MORGEN TEMPERATUR VOGEL LAND MAXIMAL NEUN GRAD,MORGEN NORD FUENFZEHN GRAD REGION FLUSS VIER ZWANZIG GRAD MOEGLICH,MORGEN ACHTZEHN NORD DANN SECHS ZWANZIG REGION,HEUTE NACHT PLUS VIER OST MINUS VIER REGION,3,3,5,3,0
guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,28January_2010_Thursday_heute-2882,28January_2010_Thursday_heute-2882/1/*.png,-1.0,-1.0,Signer05,GUT ABEND LIEB DU ZUSCHAUER,guten abend liebe zuschauer,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,4,4,4,4,4
guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,21April_2010_Wednesday_heute-3108,21April_2010_Wednesday_heute-3108/1/*.png,-1.0,-1.0,Signer08,GUT ABEND BEGRUESSEN,guten abend liebe zuschauer,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,3,3,3,3,3
guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,08December_2009_Tuesday_heute-4198,08December_2009_Tuesday_heute-4198/1/*.png,-1.0,-1.0,Signer02,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,guten abend liebe zuschauer,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,5,5,5,5,5
guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,07February_2011_Monday_heute-4658,07February_2011_Monday_heute-4658/1/*.png,-1.0,-1.0,Signer07,GUT ABEND LIEB ZUSCHAUER,guten abend liebe zuschauer,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,4,4,4,4,4
guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,08November_2010_Monday_heute-6874,08November_2010_Monday_heute-6874/1/*.png,-1.0,-1.0,Signer01,ABEND LIEB ZUSCHAUER poss-EUCH,guten abend liebe zuschauer,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,3,3,3,3,3
guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,guten abend liebe zuschauer,0.99999994,0.99999994,0.99999994,0.99999994,0.99999994,04January_2010_Monday_heute-7395,04January_2010_Monday_heute-7395/1/*.png,-1.0,-1.0,Signer01,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,guten abend liebe zuschauer,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN,5,5,5,5,5
am samstag meist freundlich und überwiegend trocken,am samstag überwiegend freundlich meist trocken und wärmer,in der nordwesthälfte teils freundlich teils wolkig und meist trocken,am montag meist trocken bei einer mischung aus sonne und wolken,im nordosten bleibt es meist trocken,ansonsten bleibt es unter hochdruckeinfluss meist trocken und tagsüber auch teilweise freundlich,0.9593479,0.91141176,0.89493674,0.8927982,0.8909805,29July_2010_Thursday_tagesschau-7420,29July_2010_Thursday_tagesschau-7420/1/*.png,-1.0,-1.0,Signer05,SAMSTAG MEISTENS FREUNDLICH REGION TROCKEN,am samstag meist freundlich und überwiegend trocken,SAMSTAG MEHR FREUNDLICH TROCKEN MEHR WARM,NORD MEHR GUT MANCHMAL WOLKE TROCKEN,MONTAG MEISTENS TROCKEN SONNE WOLKE MISCHUNG,NORDOST BLEIBEN TROCKEN,SONST HOCH DRUCK TROCKEN TEIL FREUNDLICH MORGEN,3,1,2,1,2
dichte wolken und gebietsweise schauer gibt es nur im nordwesten,mehr wolken als sonne gibt es im norden und osten tropfen fallen nur vereinzelt,gegen späten nachmittag oder abend gibt es wahrscheinlich die ersten regenschauer im nordwesten,besonders in der südwesthälfte bildet sich nebel richtung nordosten auch wolkenlücken,morgen gibt es zum teil dichte wolken oder nebel aber auch sonne vor allem im süden,morgen reichen die temperaturen von einem grad im vogtland bis neun grad am oberrhein,0.88807976,0.8770426,0.85646343,0.8519812,0.8516625,29July_2010_Thursday_tagesschau-7421,29July_2010_Thursday_tagesschau-7421/1/*.png,-1.0,-1.0,Signer05,BEWOELKT SCHAUER NUR NORDWEST,dichte wolken und gebietsweise schauer gibt es nur im nordwesten,NORDOST WOLKE VIEL IX WENIG,NACH MITTAG ABEND BISSCHEN REGEN NORD WEST,SUEDWEST NEBEL NORDOST AUFLOESEN,MORGEN UEBERWIEGEND BEWOELKT NEBEL AUCH SUED IX SONNE,MORGEN TEMPERATUR VOGEL LAND MAXIMAL NEUN GRAD,0,0,0,1,0
auch ein paar schneeflocken sind dabei,in den bergen anfangs ist auch schnee dabei,ab und zu kann sich die sonne zeigen,auch im westen gibt es später wolkenlücken,in der mitte lockert es auch mal auf,ganz im süden sind einzelne schauer möglich,0.87081236,0.8183003,0.8108722,0.8102071,0.8091439,15February_2011_Tuesday_tagesschau-7473,15February_2011_Tuesday_tagesschau-7473/1/*.png,-1.0,-1.0,Signer08,AUCH REGEN KOENNEN,auch ein paar schneeflocken sind dabei,BERG ANFANG IX SCHNEE AUCH,AUCH SONNE MOEGLICH,WEST KOMMEN LOCH SONNE DA,MITTE MAL KLAR HIMMEL,SUED BISSCHEN SCHAUER MOEGLICH,1,1,0,0,0
am tag ist es meist stark bewölkt oder neblig trüb,am tag ist es überwiegend stark bewölkt oder neblig trüb,am freitag ist es in der nähe der küsten und ganz im süden teilweise stark bewölkt,heute nacht gibt es im süden anfangs noch vereinzelte schauer oder gewitter sonst ist es meist klar oder nur locker bewölkt,richtung osten ist es meist sonnig,am samstag wird es deutlich kühler und im norden sehr windig,0.9895692,0.93087214,0.9115686,0.9044564,0.90330607,15February_2011_Tuesday_tagesschau-7474,15February_2011_Tuesday_tagesschau-7474/1/*.png,-1.0,-1.0,Signer08,TAG MEHR WOLKE ODER NEBEL,am tag ist es meist stark bewölkt oder neblig trüb,TAG GANZTAGS MEHR STARK WOLKE ODER NEBEL SONNE KAUM,FREITAG NAH KUESTE SUED WAHRSCHEINLICH STARK WOLKE,HEUTE ABEND SUED REGION NOCH REGEN GEWITTER REGION KLAR HIMMEL BISSCHEN WOLKE,OST MEISTENS SONNE,SAMSTAG KUEHL WENIGER NORD STARK WIND,5,1,1,0,0
heute nacht elf grad in niederbayern und bis ein grad in den nördlichen mittelgebirgen,am tag zwölf grad an der ostsee und bis zwanzig grad in niederbayern,in den mittelgebirgen heute nacht örtlich vier im nordwesten unter wolken bis zwölf grad,heute nacht minus zwei grad an der nordsee und bis minus zwanzig grad in einzelnen alpentälern,heute nacht sieben bis vierzehn grad am tag zweiundzwanzig grad im süden und vierzehn grad in oberfranken,heute nacht plus vier grad an der ostsee bis minus vier grad in den mittelgebirgen,0.9228974,0.9203313,0.91273785,0.9085268,0.90443385,28May_2010_Friday_tagesschau-7501,28May_2010_Friday_tagesschau-7501/1/*.png,-1.0,-1.0,Signer08,HEUTE NACHT ELF GRAD SUED BAYERN EINS GRAD NORD,heute nacht elf grad in niederbayern und bis ein grad in den nördlichen mittelgebirgen,TAG NORDOST ZWOELF SUED BAYERN IX MAXIMAL ZWANZIG GRAD,MITTE BERG VIER NORDWEST ZWOELF GRAD WOLKE,HEUTE NACHT MINUS ZWEI MINUS ZWANZIG UNTEN ALPEN TAL,HEUTE NACHT SIEBEN MAXIMAL VIERZEHN TAG SUED ZWEI ZWANZIG GRAD REGION ZWEI ZWANZIG GRAD,HEUTE NACHT PLUS VIER OST MINUS VIER REGION,3,1,2,4,2
deutschland liegt zwischen einem tief bei irland und einem mittelmeerhoch,morgen reichen die temperaturen von einem grad im vogtland bis neun grad am oberrhein,nordöstlich der elbe morgen örtlich minus ein am oberrhein bis plus acht grad,morgen reichen die temperaturen von neun grad an der ostsee bis siebzehn grad im breisgau,morgen temperaturen von acht grad im nordosten bis siebzehn im südwesten,quer über deutschland liegt eine luftmassengrenze die kühlere meeresluft von heißer luft aus dem südosten trennt,0.813973,0.8065347,0.7810307,0.77810067,0.77781606,13July_2009_Monday_tagesschau-7507,13July_2009_Monday_tagesschau-7507/1/*.png,-1.0,-1.0,Signer05,DEUTSCH LAND IRLAND UND MITTE,deutschland liegt zwischen einem tief bei irland und einem mittelmeerhoch,MORGEN TEMPERATUR VOGEL LAND MAXIMAL NEUN GRAD,NORD FLUSS MINUS EINS FLUSS PLUS ACHT,MORGEN NEUN GRAD IX MAXIMAL SIEBZEHN GRAD REGION,MORGEN NORD ACHT SUEDWEST SIEBZEHN MAXIMAL,DEUTSCH LAND KOMMEN KUEHL HEISS GETRENNT WARMFRONT,1,0,0,0,2
das hoch lenkt schwül heiße luft in den südosten das tief nur mäßig warme meeresluft in den nordwesten,es bläst ein mäßiger im norden mitunter frischer an der küste auch starker wind aus südwest bis west,quer über deutschland liegt eine luftmassengrenze die kühlere meeresluft von heißer luft aus dem südosten trennt,dreh und angelpunkt ist nämlich dieses tiefdruckgebiet über dem nordatlantik es schickt uns den regen letztendlich erst einmal nach norddeutschland aber dann heute nacht mehr und mehr in die mitte,und dann drängen die neuen wolken heran hier im nordwesten die können am nachmittag erste spritzer regen an der nordsee bringen und der wind frischt dazu auf aus süd südwest,atlantische tiefausläufer bringen uns die ganze woche über regenfälle und zum teil stürmische winde,0.89935184,0.89887625,0.88902,0.8882531,0.87491107,13July_2009_Monday_tagesschau-7508,13July_2009_Monday_tagesschau-7508/1/*.png,-1.0,-1.0,Signer05,REGION HOCH SCHWUEL HEISS KOMMEN REGION MAESSIG WARM,das hoch lenkt schwül heiße luft in den südosten das tief nur mäßig warme meeresluft in den nordwesten,WIND MAESSIG IX STARK IX WEHEN,DEUTSCH LAND KOMMEN KUEHL HEISS GETRENNT WARMFRONT,NORD REGION IX KOMMEN MEISTENS NORD DEUTSCH LAND HEUTE ABEND MEHR KOMMEN,DANN NEU WOLKE KOMMEN STROEMEN NACH MITTAG KOENNEN REGEN SCHON WIND KOMMEN,TIEF KOMMEN IN-KOMMEND IN-KOMMEND REGEN STURM,1,2,2,1,1
an der luftmassengrenze kommt es zu teilweise starken und gewittrigen regenfällen,am wochenende setzt sich das starke tauwetter fort begleitet von weiteren regenfällen,in der osthälfte und im süden gibt es heute nacht kräftige regenfälle und zum teil heftige gewitter,besonders im südlichen bergland einzelne wärmegewitter,im verlauf kommt im norden und nordwesten teilweise kräftiger regen auf einzelne gewitter sind dabei,dabei kommt es zu heftigen schauern und gewittern die teilweise unwetterartig sein können,0.8659203,0.8652011,0.85392636,0.8457129,0.8449558,13July_2009_Monday_tagesschau-7509,13July_2009_Monday_tagesschau-7509/1/*.png,-1.0,-1.0,Signer05,GRENZE TEILWEISE STARK GEWITTER REGEN,an der luftmassengrenze kommt es zu teilweise starken und gewittrigen regenfällen,WOCHENENDE BLEIBEN TAUEN DAZU REGEN BLEIBEN,OST SUED HEUTE ABEND UEBERWIEGEND REGEN STARK GEWITTER,REGION BESONDERS SUED BERG WARM GEWITTER,NORD NORDWEST MEISTENS REGEN AUCH MOEGLICH BISSCHEN GEWITTER,MORGEN KOENNEN REGEN GEWITTER UNWETTER KOENNEN,1,3,1,2,2
und die breiten sich heute nacht von rheinland pfalz und baden württemberg bis nach thüringen aus,dabei breiten sich heute nacht von nordwesten regenfälle bis in die mitte aus,das hoch über den azoren weitet sich bis nach süddeutschland aus,morgen breiten sich diese regenwolken dann weiter über die mitte richtung westen aber vor allen dingen auch nach baden württemberg und bayern aus,heute nacht elf grad in niederbayern und bis ein grad in den nördlichen mittelgebirgen,der teilweise kräftige regen breitet sich im tagesverlauf über die mitte weiter nach süden aus,0.9006797,0.8929574,0.88735235,0.8564873,0.84057295,13July_2009_Monday_tagesschau-7510,13July_2009_Monday_tagesschau-7510/1/*.png,-1.0,-1.0,Signer05,HEUTE NACHT RHEINLAND-PFALZ IX BADEN WUERTTEMBERG BIS REGION THUERINGEN REGEN,und die breiten sich heute nacht von rheinland pfalz und baden württemberg bis nach thüringen aus,HEUTE NACHT IX NORDWEST REGEN KOMMEN REGION,A REGION WETTER BIS SUED DEUTSCHLAND KOMMEN,MORGEN REGEN KOMMEN WEST KOMMEN SPEZIELL BADEN WUERTTEMBERG BAYERN REGION,HEUTE NACHT ELF GRAD SUED BAYERN EINS GRAD NORD,AUCH BISSCHEN SONNE MORGEN MEISTENS REGEN TAG IM-VERLAUF KOMMEN,5,2,4,2,1
am freitag ist es in der nähe der küsten und ganz im süden teilweise stark bewölkt,am tag ist es überwiegend stark bewölkt oder neblig trüb,heute nacht gibt es im süden anfangs noch vereinzelte schauer oder gewitter sonst ist es meist klar oder nur locker bewölkt,am tag ist es meist stark bewölkt oder neblig trüb,am tag ist es im südosten meist stark bewölkt vor allem an den alpen muss mit regen gerechnet werden,in einem streifen vom emsland bis zur lausitz sind dichte wolken unterwegs sonst ist es teils klar teils locker bewölkt,0.9366482,0.9328505,0.93087214,0.91770166,0.9111111,23September_2009_Wednesday_tagesschau-7589,23September_2009_Wednesday_tagesschau-7589/1/*.png,-1.0,-1.0,Signer01,FREITAG NAH KUESTE SUED WAHRSCHEINLICH STARK WOLKE,am freitag ist es in der nähe der küsten und ganz im süden teilweise stark bewölkt,TAG GANZTAGS MEHR STARK WOLKE ODER NEBEL SONNE KAUM,HEUTE ABEND SUED REGION NOCH REGEN GEWITTER REGION KLAR HIMMEL BISSCHEN WOLKE,TAG MEHR WOLKE ODER NEBEL,MORGEN SUEDOST WOLKE HAUPTSAECHLICH ALPEN MOEGLICH REGEN,FLUSS BIS L REGION WOLKE SONST KLAR LOCKER REGION,2,2,1,1,1
